Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.mdv201_hn_2_729_b28246", 2, 1,     9.2254,    3.63343,   -9.22535,     -3.637
"Line.mdv201_hn_2_954_b39771", 2, 1,    23.3934,    8.66719,   -23.3927,   -8.67318
"Line.mdv201_108776fuse", 2, 1,    13.5939,    5.76991,   -13.5939,   -5.77026
"Line.hn_2p028_sw", 2, 1,    10.9385,    4.88958,   -10.9385,    -4.8896
"Line.mdv201_795elb", 2, 1,    10.9384,    4.88958,   -10.9384,   -4.88958
"Line.mdv201_1140227fuse", 2, 1,    18.2788,    7.71264,   -18.2788,   -7.71299
"Line.mdv201_hn_2_488_c8103", 2, 1,    56.8874,    22.8405,   -56.8845,   -22.8437
"Line.mdv201_da_8_917_a56768", 2, 1,    316.012,    128.796,   -315.961,   -128.746
"Line.mdv201_hn_2_029_abc62262", 2, 3,    566.178,    233.831,    255.903,    98.4984,    266.238,    104.441,   -566.012,   -233.567,   -255.912,   -98.4788,   -266.192,   -104.435
"Line.mdv201_hn_2_955_b39752", 2, 1,    19.0921,    7.04151,   -19.0916,   -7.04774
"Line.mdv201_da_8_215_b1017348", 2, 1,    41.3609,     15.069,   -41.3573,   -15.0804
"Line.mdv201_da_8_678_a56764", 2, 1,    40.4962,    16.5862,   -40.4939,   -16.5923
"Line.mdv201_hn_2_834_b39617", 2, 1,    50.3326,    18.9583,   -50.3303,   -18.9637
"Line.mdv201_hn_2_906_a39580", 2, 1,     14.385,    5.83208,   -14.3849,   -5.83463
"Line.mdv201_da_8_734_c74440", 2, 1,    54.1113,    20.8696,   -54.1087,   -20.8725
"Line.mdv201_da_8_157_abc58429", 2, 3,    25.5216,    10.3897,    10.5208,      3.973,    245.054,    95.5913,   -25.5259,   -10.4057,     -10.52,   -3.99115,   -245.021,   -95.5263
"Line.mdv201_hn_2_605_a21655", 2, 1,    106.751,    45.4738,   -106.732,    -45.469
"Line.mdv201_hn_2_636_ac28249", 2, 2,    224.367,    93.8323,    25.7975,    10.4089,   -224.316,   -93.7863,   -25.7969,   -10.4202
"Line.mdv201_hn_2_705_abc52524", 2, 3,     151.77,    63.6467,    632.066,    241.158,    126.915,    52.0056,   -151.747,   -63.6634,   -631.927,   -240.906,   -126.931,   -52.0123
"Line.mdv201_da_8_928_a39733", 2, 1,    109.794,    44.5812,    -109.78,   -44.5758
"Line.mdv201_hn_2_383_abc8113", 2, 3,    144.953,    61.6374,    9.34085,     3.6131,    71.4893,    29.0563,   -144.936,   -61.6249,   -9.34126,    -3.6255,    -71.481,   -29.0654
"Line.mdv201_hn_2_803_b837", 2, 1,    188.374,    70.9004,   -188.343,   -70.8744
"Line.sw-hn_2_793_sw", 2, 3,    2355.29,    1013.81,    2572.71,    1036.83,    2317.38,    979.984,   -2355.17,   -1013.69,   -2572.57,   -1036.69,   -2317.26,   -979.865
"Line.mdv201_796usd", 2, 3,    2355.17,    1013.69,    2572.57,    1036.69,    2317.26,    979.865,   -2355.16,    -1013.6,   -2572.57,   -1036.59,   -2317.27,   -979.781
"Line.mdv201_hn_1_332_c28263", 2, 1,    4.81268,    1.93186,   -4.81265,    -1.9377
"Line.mdv201_hn_2_890_b52521", 2, 1,    31.0666,    11.4934,   -31.0649,   -11.5015
"Line.mdv201_hn_2_377_abc28196", 2, 3,    5.10957,    2.19321,    6.78595,    2.66886,    4.74045,    1.94632,   -5.11038,   -2.20455,   -6.78594,   -2.68134,   -4.73956,    -1.9578
"Line.mdv201_hn_1_331_c28262", 2, 1,    4.81271,    1.92312,   -4.81268,   -1.93186
"Line.mdv201_hn_2_628_c52531", 2, 1,    28.0388,    11.1352,    -28.038,   -11.1429
"Line.mdv201_hn_2_964_a14870", 2, 1,    104.976,    43.8359,   -104.954,   -43.8312
"Line.mdv201_da_8_200_c46399", 2, 1,    197.725,    77.0667,    -197.68,   -77.0469
"Line.mdv201_106895fuse", 2, 1,    7.38439,    2.86854,   -7.38439,   -2.86889
"Line.hn_2p054_sw", 2, 1, 3.93532E-006, -6.7185E-006, -3.9362E-006, -1.45839E-005
"Line.mdv201_1163443elb", 2, 1,          0,          0,          0,          0
"Line.mdv201_da_8_142_abc6584", 2, 3,    500.498,    204.911,    250.912,    96.4357,    260.931,    102.404,   -500.354,   -204.687,   -250.915,   -96.4145,   -260.885,   -102.393
"Line.mdv201_1144249fuse", 2, 1,    127.259,     51.999,   -127.259,   -51.9989
"Line.mdv201_hn_2_965_a63726", 2, 1,    87.8995,    36.7135,   -87.8866,   -36.7135
"Line.mdv201_c_1_410_a8131", 2, 1,    33.7416,    14.4895,   -33.7401,   -14.4958
"Line.mdv201_hn_2_463_c62234", 2, 1,    84.3296,    33.3459,   -84.3239,   -33.3468
"Line.mdv201_hn_2_133_abc8083", 2, 3,    607.863,    247.121,    932.643,    351.996,    233.758,    94.7806,   -607.563,   -247.004,   -932.223,   -351.486,   -233.766,   -94.7895
"Line.mdv201_hn_2_840_b52518", 2, 1,    290.118,    107.708,   -290.034,   -107.627
"Line.mdv201_hn_2_808_abc783", 2, 3,    2350.77,    1004.47,    2569.01,    1024.84,    2316.52,    970.413,   -2349.39,    -1001.9,   -2567.91,   -1021.21,   -2316.42,   -967.646
"Line.mdv201_hn_2_608_a8133", 2, 1,    3.42858,    1.50068,   -3.42857,   -1.50591
"Line.mdv201_c_1p032_1160490", 2, 1, -8.09194E-006, -6.03589E-005, 8.09194E-006, 6.03589E-005
"Line.mdv201_hn_2_077_c28274", 2, 1,    10.0635,    4.16557,   -10.0633,   -4.17535
"Line.mdv201_hn_2_711_a63676", 2, 1,    29.3309,    12.4362,   -29.3302,   -12.4405
"Line.mdv201_hn_2_923_c28266", 2, 1,    6.45452,     2.5517,   -6.45449,   -2.55552
"Line.mdv201_hn_21041_c39773", 2, 1,    7.65779,    3.06203,   -7.65771,   -3.07438
"Line.mdv201_hn_2_644_a28238", 2, 1,    97.7395,     40.918,   -97.7309,   -40.9166
"Line.mdv201_1144260fuse", 2, 1,    353.297,    133.106,   -353.297,   -133.103
"Line.mdv201_hn_2_539_c8098", 2, 1,    26.4522,    10.7653,   -26.4515,   -10.7705
"Line.mdv201_hn_2_800_b850", 2, 1,    113.352,    42.6049,   -113.343,   -42.6011
"Line.mdv201_hn_2_092_abc63711", 2, 3,    567.435,    237.102,    434.562,    167.105,    919.396,    366.123,   -567.358,    -236.74,   -434.377,   -167.081,   -918.666,   -365.002
"Line.mdv201_hn_2p014_b1160485", 2, 1,     73.864,     27.572,   -73.8609,   -27.6248
"Line.mdv201_c_1_412_a8128", 2, 1,    29.7543,    12.7642,   -29.7534,   -12.7692
"Line.mdv201_hn_2_533_a8117", 2, 1,    16.3775,    6.84013,   -16.3772,   -6.84651
"Line.mdv201_hn_2_970_a63710", 2, 1,    20.4673,    8.57361,   -20.4669,   -8.57956
"Line.mdv201_c_1_400_a21653", 2, 1,    92.6643,    39.4437,   -92.6524,   -39.4427
"Line.mdv201_hn_2_124_c63703", 2, 1,    25.6594,    10.5712,   -25.6567,   -10.5848
"Line.mdv201_106254fuse", 2, 1,    7.07795,    2.89083,   -7.07795,   -2.89117
"Line.mdv201_hn_1_380_c1012407", 2, 1,    17.3956,    6.87802,   -17.3953,   -6.88354
"Line.mdv201_hn_2_381_abc1010731", 2, 3,    144.989,    61.6668,    9.34001,    3.58134,    141.301,     57.165,   -144.976,   -61.6556,   -9.34035,   -3.59431,   -141.274,   -57.1594
"Line.mdv201_da_8_732_c74453", 2, 1,    74.6041,    28.8066,   -74.5961,   -28.8086
"Line.mdv201_da_8_144_abc6582", 2, 3,    514.426,    210.718,     250.91,    96.4467,    260.954,    102.411,   -514.357,    -210.61,   -250.913,   -96.4372,   -260.933,   -102.406
"Line.mdv201_hn_1_147_c1012412", 2, 1,    15.0702,    6.29449,   -15.0697,   -6.30204
"Line.mdv201_hn_2_846_b69620", 2, 1,    199.256,    73.8438,   -199.222,   -73.8145
"Line.mdv201_hn_2_814_abc14891", 2, 3,    673.127,    283.277,    463.208,    178.229,    922.887,    371.264,   -672.952,   -282.722,   -463.034,   -178.184,   -922.127,   -370.187
"Line.mdv201_da_8_868_b1103250", 2, 1, 7.14635E-011, -0.00596279, 3.19182E-011, -6.937E-011
"Line.mdv201_1017350fuse", 2, 1,    41.3609,    15.0687,   -41.3609,    -15.069
"Line.mdv201_hn_2_719_c14872", 2, 1,    44.8119,    18.2775,    -44.811,   -18.2805
"Line.mdv201_hn_2_930_b62301", 2, 1,    5.75802,    2.20652,   -5.75796,   -2.21642
"Line.mdv201_hn_2_407_b809", 2, 1,     137.02,    53.0842,   -136.995,   -53.0738
"Line.mdv201_hn_2_650_a28242", 2, 1,    26.8384,    11.2138,   -26.8377,   -11.2209
"Line.mdv201_da_8_492_abc74428", 2, 3,    44.6407,    18.3384,    202.393,    77.6815,    247.492,    96.9027,   -44.6421,   -18.3494,   -202.365,    -77.674,   -247.479,    -96.865
"Line.mdv201_hn_2_151_c14833", 2, 1,    113.101,    46.2567,   -113.055,   -46.2462
"Line.mdv201_hn_2_641_ac14893", 2, 2,    214.806,    89.6934,  -0.001104, -0.00767908,   -214.769,   -89.6617, 8.9506E-011, -2.18488E-010
"Line.mdv201_da_8_203_c46407", 2, 1,    173.839,    67.5818,   -173.754,   -67.5474
"Line.mdv201_hn_1_172_a94737", 2, 1,    6.42584,    2.63325,   -6.42574,   -2.64171
"Line.mdv201_hn_1_165_c89780", 2, 1,     12.225,    4.97002,   -12.2247,   -4.97827
"Line.mdv201_hn_2_127_c63708", 2, 1,    33.7659,    13.8768,   -33.7637,   -13.8827
"Line.mdv201_pb_0928_a1000987", 2, 1,    4.31921,    1.66403,   -4.31919,   -1.76173
"Line.mdv201_hn_2_128_abc28288", 2, 3, -0.000865969, -0.0116135,    21.5731,    8.15331,    130.443,    52.5356, -1.8152E-010, -2.21116E-010,   -21.5718,   -8.16664,   -130.425,   -52.5279
"Line.sw-hn_2_381_sw", 2, 3,    144.976,    61.6556,    9.34035,    3.59431,    141.274,    57.1594,   -144.975,   -61.6552,   -9.34035,   -3.59438,   -141.274,    -57.159
"Line.mdv201_1010732usd", 2, 3,    144.975,    61.6552,    9.34035,    3.59438,    141.274,     57.159,   -144.976,   -61.6552,   -9.34035,   -3.59497,   -141.274,   -57.1591
